,LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
1412,,,,,,50914,CYCLOSPORIN,,labevents,8777,CHEMISTRY,,BLOOD,2/1/3521,,,,
1413,,,ICP Line placed in outside facility,,,226129,ICP Line placed in outside facility,,chartevents,8765,Access Lines - Invasive,,,,metavision,,Checkbox,
1414,,,,,,50925,FOLATE,,labevents,8752,CHEMISTRY,,BLOOD,8/1/2284,,,,
1415,,,CCO PAC Dressing Occlusive,,,227352,CCO PAC Dressing Occlusive,,chartevents,8734,Access Lines - Invasive,,,,metavision,,Checkbox,
1416,,,,,,106,CT #3 [Fluctuate],,chartevents,8728,,,,,carevue,,,
1417,,,,,,3438,Fluid In for Calc.,,chartevents,8698,,,,,carevue,,,
1418,,,Site Width #5,,,224954,Impaired Skin Width #5,cm,chartevents,8696,Skin - Impairment,,,,metavision,,Numeric,
1419,,,Amylase,,,220581,Amylase,None,chartevents,8685,Labs,,,,metavision,,Numeric,
1420,,,,,,1422,Ataxia,,chartevents,8682,,,,,carevue,,,
1421,,,,,,3394,Diuril,,chartevents,8620,,,,,carevue,,,
1422,,,Differential-Bands,,,225638,Differential-Bands,None,chartevents,8610,Labs,,,,metavision,,Numeric,
1423,,,,,,3665,Total Fluids/kg/day,,chartevents,8544,,,,,carevue,,,
1424,,,,,,668,TCPCV Fixed I Time,,chartevents,8526,,,,,carevue,,,
1425,,,,,,3488,Lipid Change Q 12 hr,,chartevents,8521,,,,,carevue,,,
1426,,,SYS - Assisted,,,224309,Assisted Systole,mmHg,chartevents,8491,IABP,,,,metavision,,Numeric,
1427,,,AUG,,,224310,Augmented Diastole,mmHg,chartevents,8486,IABP,,,,metavision,,Numeric,
1428,,,Temp Atrial Sens Threshold mV,,,224752,Temporary Atrial Sens Threshold mV,mV,chartevents,8486,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
1429,,,,,,3611,Sedation,,chartevents,8478,,,,,carevue,,,
1430,,,,,,8375,CT #3 [Leak],,chartevents,8475,,,,,carevue,,,
1431,,,,,,3469,IV #5 [Location],,chartevents,8470,,,,,carevue,,,
1432,,,DIA - Assisted,,,224311,BAEDP,mmHg,chartevents,8448,IABP,,,,metavision,,Numeric,
1433,,,,,,40926,Drain Out #1 JP Medial,,outputevents,8447,,,,,carevue,,,
1434,,,,,,3838,pO2 (other),,chartevents,8446,Other ABGs,,,,carevue,,,
1435,,,Temp Venticular Sens Threshold mV,,,223958,Temporary Venticular Sens Threshold mV,mV,chartevents,8441,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
1436,,,,,,3740,Base Excess (other),,chartevents,8435,Other ABGs,,,,carevue,,,
1437,,,,,,51151,BURR CELLS,,labevents,8432,HEMATOLOGY,,BLOOD,9/1/7790,,,,
1438,,,,,,396,Inc #5 [Drainage],,chartevents,8390,,,,,carevue,,,
1439,,,,,,8525,IV #5 [Location],,chartevents,8378,,,,,carevue,,,
1440,,,,,,51288,SEDIMENTATION RATE,,labevents,8377,HEMATOLOGY,,BLOOD,7/1/4537,,,,
1441,,,,,,3768,LYMPHS,,chartevents,8364,Heme/Coag,,,,carevue,,,
1442,,,,,,3771,MONOs,,chartevents,8364,Heme/Coag,,,,carevue,,,
1443,,,,,,3780,NEUTS,,chartevents,8364,Heme/Coag,,,,carevue,,,
1444,,,SYS - Unassisted,,,224652,Unassisted Systole,mmHg,chartevents,8360,IABP,,,,metavision,,Numeric,
1445,,,,,,50917,DIGOXIN,,labevents,8358,CHEMISTRY,,BLOOD,10535-3,,,,
1446,,,,,,3471,IV Site #5,,chartevents,8337,,,,,carevue,,,
1447,,,DIA - Unassisted,,,224654,PAEDP,mmHg,chartevents,8310,IABP,,,,metavision,,Numeric,
1448,,,,,,802,Dilantin,,chartevents,8296,Drug Level,,,,carevue,,,
1449,,,,,,40091,Chest Tubes Mediastinal,,outputevents,8259,,,,,carevue,,,
1450,,,,,,4169,EDC,,chartevents,8254,,,,,carevue,,,
1451,,,,,,4175,Admit Reason,,chartevents,8254,,,,,carevue,,,
1452,,,,,,4180,Current Level,,chartevents,8254,,,,,carevue,,,
1453,,,,,,4181,Highest Level,,chartevents,8254,,,,,carevue,,,
1454,,,,,,4184,Apgar      1 min,,chartevents,8254,,,,,carevue,,,
1455,,,,,,4185,5 min,,chartevents,8254,,,,,carevue,,,
1456,,,,,,4186,10 min,,chartevents,8254,,,,,carevue,,,
1457,,,,,,3734,BANDS,,chartevents,8251,Heme/Coag,,,,carevue,,,
1458,,,Indwelling Port (PortaCath) Dressing Occlusive,,,227360,Indwelling Port (PortaCath) Dressing Occlusive,,chartevents,8191,Access Lines - Invasive,,,,metavision,,Checkbox,
1459,,,,,,561,Pressure Sore #1 [Width],,chartevents,8189,,,,,carevue,,,
1460,,,,,,836,Serum Osmolality,,chartevents,8188,Chemistry,,,,carevue,,,
1461,,,,,,3742,Basos,,chartevents,8163,CSF,,,,carevue,,,
1462,,,,,,3770,Lymphs,,chartevents,8161,Heme/Coag,,,,carevue,,,
1463,,,,,,3779,Monos,,chartevents,8161,CSF,,,,carevue,,,
1464,,,,,,3791,Polys,,chartevents,8161,CSF,,,,carevue,,,
1465,,,,,,199,GI [Guaiac],,chartevents,8138,,,,,carevue,,,
1466,,,Post menopausal,,,225085,Post menopausal,,chartevents,8130,Adm History/FHPA,,,,metavision,,Checkbox,
1467,,,,,,449,Minute Volume (Set),,chartevents,8127,,,,,carevue,,,
1468,,,,,,217,Heparin Dose,,chartevents,8108,,,,,carevue,,,
1469,,,,,,4203,pO2 (cap),,chartevents,8107,Other ABGs,,,,carevue,,,
1470,,,,,,50995,"THYROXINE (T4), FREE",,labevents,8104,CHEMISTRY,,BLOOD,7/1/3024,,,,
1471,,,,,,4196,Base Excess (cap),,chartevents,8097,Other ABGs,,,,carevue,,,
1472,,,,,,3738,Bands,,chartevents,8053,Heme/Coag,,,,carevue,,,
1473,,,Pregnant,,,225082,Pregnant,,chartevents,8037,Adm History/FHPA,,,,metavision,,Checkbox,
1474,,,Temp Atrial Stim Threshold mA,,,224754,Temporary Atrial Stim Threshold mA,mA,chartevents,7981,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
1475,,,Temp Venticular Stim Threshold mA,,,223960,Temporary Venticular Stim Threshold mA,mA,chartevents,7963,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
1476,,,,,,360,ImpSkin Treatment #5,,chartevents,7954,,,,,carevue,,,
1477,,,,,,50930,GLOBULIN,,labevents,7920,CHEMISTRY,,BLOOD,6/1/2336,,,,
1478,,,Epidural Infusion Rate (mL/hr),,,224366,Epidural Infusion Rate (mL/hr),ml/hr,chartevents,7891,Pain/Sedation,,,,metavision,,Numeric,
1479,,,,,,24,ART Lumen Volume,,chartevents,7851,,,,,carevue,,,
1480,,,,,,710,VEN Lumen Volume,,chartevents,7851,,,,,carevue,,,
1481,,,CCO PAC placed in outside facility,,,226108,CCO PAC placed in outside facility,,chartevents,7765,Access Lines - Invasive,,,,metavision,,Checkbox,
1482,,,Called Out,,,225280,Called Out,,chartevents,7751,General,,,,metavision,,Checkbox,
1483,,,,,,40097,Cerebral Drain L Ventricular Drain,,outputevents,7719,,,,,carevue,,,
1484,,,,,,51099,PROTEIN/CREATININE RATIO,,labevents,7709,CHEMISTRY,,URINE,2/1/2890,,,,
1485,,,,,,40294,Drain Out #1 Other,,outputevents,7635,,,,,carevue,,,
1486,,,,,,40051,Gastric Gastric Tube,,outputevents,7624,,,,,carevue,,,
1487,,,,,,209,Graft/Flap Pulse,,chartevents,7610,,,,,carevue,,,
1488,,,,,,8463,Pressure Sore #1 [Length],,chartevents,7610,,,,,carevue,,,
1489,,,Differential-Atyps,,,225637,Differential-Atyps,None,chartevents,7531,Labs,,,,metavision,,Numeric,
1490,,,Odor #7,,,224928,Impaired Skin Odor #7,,chartevents,7491,Skin - Impairment,,,,metavision,,Checkbox,
1491,,,,,,1650,high mv,,chartevents,7440,,,,,carevue,,,
1492,,,,,,3617,Skin Integrity [Attribute #1],,chartevents,7432,,,,,carevue,,,
1493,,,,,,3402,ETT Sx Quality,,chartevents,7408,,,,,carevue,,,
1494,,,,,,559,Pressure Sore #2 [Drainage],,chartevents,7385,,,,,carevue,,,
1495,,,Stool,,,226579,Stool,mL,outputevents,7383,Output,,,,metavision,,Numeric,
1496,,,Pinsp (Draeger only),,,227187,Pinsp (Draeger only),cmH2O,chartevents,7352,Respiratory,,,,metavision,,Numeric,
1497,,,Jackson Pratt #2,,,226600,Jackson Pratt #2,mL,outputevents,7273,Drains,,,,metavision,,Numeric,
1498,,,,,,3557,PMI,,chartevents,7245,,,,,carevue,,,
1499,,,,,,3530,Narcotic Analgesic,,chartevents,7203,,,,,carevue,,,
1500,,,,,,7151,HOB Measurement,,chartevents,7187,,,,,carevue,,,
1501,,,,,,1078,BATH,,chartevents,7133,,,,,carevue,,,
1502,,,Arctic Sun/Alsius Set Temp,,,227627,Arctic Sun/Alsius Set Temp,?C,chartevents,7104,Treatments,,,,metavision,,Numeric,
1503,,,,,,1090,Ramsey SedationScale,,chartevents,7095,,,,,carevue,,,
1504,,,Stool Guaiac QC,,,227801,Stool Guaiac QC,,chartevents,7071,GI/GU,,,,metavision,,Checkbox,
1505,,,,,,8460,Pressure Sore #1 [Amount],,chartevents,7005,,,,,carevue,,,
1506,,,,,,40060,Pre-Admission Output Pre-Admission Output,,outputevents,6991,,,,,carevue,,,
1507,,,Arctic Sun Water Temp,,,227628,Arctic Sun Water Temp,?C,chartevents,6991,Treatments,,,,metavision,,Numeric,
1508,,,,,,40063,Stool Out Ileostomy,,outputevents,6978,,,,,carevue,,,
1509,,,,,,50963,NTPROBNP,,labevents,6943,CHEMISTRY,,BLOOD,33762-6,,,,
1510,,,,,,348,ImpSkin Character #5,,chartevents,6937,,,,,carevue,,,
1511,,,,,,8458,Pressure Sore #2 [Heal],,chartevents,6906,,,,,carevue,,,
1512,,,Baseline Current/mA,,,224661,Baseline Current/mA,mA,chartevents,6899,Pain/Sedation,,,,metavision,,Numeric,
1513,,,,,,40064,OR Out EBL,,outputevents,6881,,,,,carevue,,,
1514,,,,,,51462,AMORPHOUS CRYSTALS,,labevents,6839,HEMATOLOGY,,URINE,1/1/8246,,,,
1515,,,Vancomycin (Trough),,,227455,Vancomycin (Trough),None,chartevents,6830,Labs,,,,metavision,,Numeric with tag,
1516,,,,,,177,Epidural Appearance,,chartevents,6829,,,,,carevue,,,
1517,,,Serum Osmolality,,,225684,Serum Osmolality,None,chartevents,6746,Labs,,,,metavision,,Numeric,
1518,,,Midline Dressing Occlusive,,,227418,Midline Dressing Occlusive,,chartevents,6721,Access Lines - Invasive,,,,metavision,,Checkbox,
1519,,,,,,8431,Inc #5 [Status],,chartevents,6714,,,,,carevue,,,
1520,,,,,,441,MDI #3 [Puff],,chartevents,6672,,,,,carevue,,,
1521,,,,,,3455,Hernia [Left],,chartevents,6612,,,,,carevue,,,
1522,,,,,,50889,C-REACTIVE PROTEIN,,labevents,6604,CHEMISTRY,,BLOOD,5/1/1988,,,,
1523,,,,,,51240,LARGE PLATELETS,,labevents,6580,HEMATOLOGY,,BLOOD,34167-7,,,,
1524,,,Site Depth #3,,,224896,Impaired Skin Depth #3,cm,chartevents,6576,Skin - Impairment,,,,metavision,,Numeric,
1525,,,,,,1481,IV #3 Reason DC'D,,chartevents,6559,,,,,carevue,,,
1526,,,,,,51479,GRANULAR CASTS,,labevents,6546,HEMATOLOGY,,URINE,5/1/5793,,,,
1527,,,Vancomycin (Random),,,227454,Vancomycin (Random),None,chartevents,6539,Labs,,,,metavision,,Numeric with tag,
1528,,,,,,50929,GENTAMICIN,,labevents,6511,CHEMISTRY,,BLOOD,35668-3,,,,
1529,,,Temp Ventricular Sens Setting mV,,,224837,Temporary Ventricular Sens Setting mV,mV,chartevents,6493,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
1530,,,CK-MB fraction (%),,,225628,CK-MB fraction (%),None,chartevents,6485,Labs,,,,metavision,,Numeric,
1531,,,,,,569,PressSoreTreatment#3,,chartevents,6476,,,,,carevue,,,
1532,,,,,,3456,Hernia [Right],,chartevents,6476,,,,,carevue,,,
1533,,,,,,8439,MDI #3 [Drug],,chartevents,6454,,,,,carevue,,,
1534,,,,,,8526,Kangaroo Care [Tolerated],,chartevents,6414,,,,,carevue,,,
1535,,,,,,3544,O2 Analyzer Cal,,chartevents,6409,,,,,carevue,,,
1536,,,JP Medial,,,226597,JP Medial,mL,outputevents,6364,Drains,,,,metavision,,Numeric,
1537,,,,,,1,% Inspir. Time,,chartevents,6333,,,,,carevue,,,
1538,,,,,,369,ImpSkin #2 [Width],,chartevents,6316,,,,,carevue,,,
1539,,,Temp Ventricular Stim Setting mA,,,224838,Temporary Ventricular Stim Setting mA,mA,chartevents,6244,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
1540,,,,,,8366,Angio Appearance #2 [Attribute 2],,chartevents,6211,,,,,carevue,,,
1541,,,Midline placed in outside facility,,,226112,Midline placed in outside facility,,chartevents,6207,Access Lines - Invasive,,,,metavision,,Checkbox,
1542,,,,,,1639,High MV,,chartevents,6092,,,,,carevue,,,
1543,,,Ostomy (output),,,226582,Ostomy (output),mL,outputevents,6066,Output,,,,metavision,,Numeric,
1544,,,,,,41683,Drain Out #2 JP Lateral,,outputevents,6034,,,,,carevue,,,
1545,,,,,,532,Peak Flow (Calc),,chartevents,6017,,,,,carevue,,,
1546,,,Pre-Admission,,,226633,Pre-Admission,mL,outputevents,5980,Output,,,,metavision,,Numeric,
1547,,,,,,3625,Source,,chartevents,5866,,,,,carevue,,,
1548,,,,,,574,Pressure Sore Odor#2,,chartevents,5817,,,,,carevue,,,
1549,,,,,,51294,TARGET CELLS,,labevents,5806,HEMATOLOGY,,BLOOD,10381-2,,,,
1550,,,ICU Consent Signed,,,226185,ICU Consent Signed,,chartevents,5783,General,,,,metavision,,Checkbox,
1551,,,Condom Cath,,,226561,Condom Cath,mL,outputevents,5757,Output,,,,metavision,,Numeric,
1552,,,,,,390,Inc #5 [Closure],,chartevents,5748,,,,,carevue,,,
1553,,,,,,288,INV#6 WaveformAppear,,chartevents,5743,,,,,carevue,,,
1554,,,ETT Position Change,,,227809,ETT Position Change,,chartevents,5723,Respiratory,,,,metavision,,Checkbox,
1555,,,ETT Re-taped,,,227810,ETT Re-taped,,chartevents,5708,Respiratory,,,,metavision,,Checkbox,
1556,,,Legal Guardian,,,226889,Legal Guardian,,chartevents,5693,General,,,,metavision,,Checkbox,
1557,,,,,,40067,Gastric Emesis,,outputevents,5677,,,,,carevue,,,
1558,,,,,,3432,Fentanyl,,chartevents,5621,,,,,carevue,,,
1559,,,,,,50955,LIGHT GREEN TOP HOLD,,labevents,5597,CHEMISTRY,,BLOOD,,,,,
1560,,,Site Length #6,,,224920,Impaired Skin Length #6,cm,chartevents,5594,Skin - Impairment,,,,metavision,,Numeric,
1561,,,Site Width #6,,,224955,Impaired Skin Width #6,cm,chartevents,5579,Skin - Impairment,,,,metavision,,Numeric,
1562,,,,,,8425,Inc #4 [Amount],,chartevents,5501,,,,,carevue,,,
1563,,,Indwelling Port placed in outside facility,,,227439,Ndwelling Port (PortaCath) placed in outside facility,,chartevents,5471,Access Lines - Invasive,,,,metavision,,Checkbox,
1564,,,,,,3341,CBC,,chartevents,5407,,,,,carevue,,,
1565,,,JP Lateral,,,226598,JP Lateral,mL,outputevents,5406,Drains,,,,metavision,,Numeric,
1566,,,,,,3537,Nasal Sx Quality,,chartevents,5369,,,,,carevue,,,
1567,,,,,,40050,Chest Tubes Right Pleural 2,,outputevents,5361,,,,,carevue,,,
1568,,,,,,3624,Sodium Chloride,,chartevents,5347,,,,,carevue,,,
1569,,,,,,8520,Hernia [Right],,chartevents,5317,,,,,carevue,,,
1570,,,,,,8519,Hernia [Left],,chartevents,5305,,,,,carevue,,,
1571,,,,,,366,ImpSkin Wound Base#5,,chartevents,5291,,,,,carevue,,,
1572,,,,,,60,Auto-PEEP Level,,chartevents,5284,,,,,carevue,,,
1573,,,,,,51501,TRANSITIONAL EPITHELIAL CELLS,,labevents,5284,HEMATOLOGY,,URINE,30089-7,,,,
1574,,,,,,3735,BASOs,,chartevents,5273,Heme/Coag,,,,carevue,,,
1575,,,Mediastinal,,,226592,Mediastinal,mL,outputevents,5267,Output,,,,metavision,,Numeric,
1576,,,,,,5906,Analgesic,,chartevents,5239,,,,,carevue,,,
1577,,,,,,355,ImpSkin #5 [Drain],,chartevents,5199,,,,,carevue,,,
1578,,,,,,8534,Skin Integrity [Attribute #2],,chartevents,5196,,,,,carevue,,,
1579,,,,,,103,CT #3 Crepitus,,chartevents,5190,,,,,carevue,,,
1580,,,,,,8411,ImpSkin #2 [Length],,chartevents,5180,,,,,carevue,,,
1581,,,,,,341,Imp Skin Cleanse #4,,chartevents,5130,,,,,carevue,,,
1582,,,,,,51213,FIBRIN DEGRADATION PRODUCTS,,labevents,5118,HEMATOLOGY,,BLOOD,30226-5,,,,
1583,,,,,,3785,PO2,,chartevents,5097,ABG's,,,,carevue,,,
1584,,,,,,852,Tylenol,,chartevents,5096,Drug Level,,,,carevue,,,
1585,,,Collar Care,,,225192,Collar Care,,chartevents,5089,Treatments,,,,metavision,,Checkbox,
1586,,,ART BP Alarm - Low,,,227538,ART Blood Pressure Alarm - Low,mmHg,chartevents,5058,Alarms,,,,metavision,,Numeric,
1587,,,ART BP Alarm - High,,,227537,ART Blood Pressure Alarm - High,mmHg,chartevents,5040,Alarms,,,,metavision,,Numeric,
1588,,,PA Catheter Zero/Calibrate,,,225358,PA Catheter Zero/Calibrate,,chartevents,5030,Access Lines - Invasive,,,,metavision,,Checkbox,
1589,,,,,,529,Pause Time %,,chartevents,5026,,,,,carevue,,,
1590,,,,,,3736,BE,,chartevents,5023,ABG's,,,,carevue,,,
1591,,,,,,565,PressSoreCleansing#2,,chartevents,5013,,,,,carevue,,,
1592,,,Phenytoin (Dilantin),,,227461,Phenytoin (Dilantin),None,chartevents,5006,Labs,,,,metavision,,Numeric with tag,
1593,,,,,,8420,Inc #5 [Appearance],,chartevents,4957,,,,,carevue,,,
1594,,,,,,1486,High Minute Volume,,chartevents,4921,,,,,carevue,,,
1595,,,,,,459,Neg Insp Force(>-25),,chartevents,4910,,,,,carevue,,,
1596,,,,,,40053,Stool Out Fecal Bag,,outputevents,4884,,,,,carevue,,,
1597,,,,,,265,INV Line#7 [Type],,chartevents,4795,,,,,carevue,,,
1598,,,,,,310,IV Drip Medication#1,,chartevents,4767,,,,,carevue,,,
1599,,,,,,555,PressSore Depth #1,,chartevents,4767,,,,,carevue,,,
1600,,,,,,3596,Reglan,,chartevents,4761,,,,,carevue,,,
1601,,,Arterial Line Tip Cultured,,,225722,Arterial Line Tip Cultured,,chartevents,4758,Access Lines - Invasive,,,,metavision,,Checkbox,
1602,,,,,,308,IV Drip Dose #1,,chartevents,4746,,,,,carevue,,,
1603,,,,,,51351,LYMPHS,,labevents,4732,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),26479-6,,,,
1604,,,,,,51363,"WBC, CSF",,labevents,4718,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),26465-5,,,,
1605,,,,,,51360,POLYS,,labevents,4689,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),26517-3,,,,
1606,,,,,,8398,INV Line#7 [Site],,chartevents,4676,,,,,carevue,,,
1607,,,,,,40087,Stool Out Colostomy,,outputevents,4643,,,,,carevue,,,
1608,,,Drainage Bag,,,227701,Drainage Bag,mL,outputevents,4628,Drains,,,,metavision,,Numeric,
1609,,,Odor #8,,,224929,Impaired Skin Odor #8,,chartevents,4552,Skin - Impairment,,,,metavision,,Checkbox,
1610,,,,,,686,Total PEEP Level,,chartevents,4545,,,,,carevue,,,
1611,,,,,,3679,Vancomycin,,chartevents,4539,,,,,carevue,,,
1612,,,,,,40088,Drain Out #3 Jackson Pratt,,outputevents,4528,,,,,carevue,,,
1613,,,,,,735,Wound Care,,chartevents,4525,,,,,carevue,,,
1614,,,,,,25,AV Interval,,chartevents,4518,,,,,carevue,,,
1615,,,,,,40367,Stool Out Rectal Tube,,outputevents,4505,,,,,carevue,,,
1616,,,,,,188,Femoral Pulse [Right],,chartevents,4492,,,,,carevue,,,
1617,,,,,,51196,D-DIMER,,labevents,4476,HEMATOLOGY,,BLOOD,48065-7,,,,
1618,,,,,,3372,[Color],,chartevents,4474,,,,,carevue,,,
1619,,,,,,3366,Chest X-Ray,,chartevents,4456,,,,,carevue,,,
1620,,,,,,3525,NICU Procedures,,chartevents,4435,,,,,carevue,,,
1621,,,Site Depth #4,,,224897,Impaired Skin Depth #4,cm,chartevents,4405,Skin - Impairment,,,,metavision,,Numeric,
1622,,,,,,40090,Chest Tubes Left Pleural 2,,outputevents,4383,,,,,carevue,,,
1623,,,Bladder Pressure,,,223763,Bladder Pressure,mmHg,chartevents,4378,Routine Vital Signs,,,,metavision,,Numeric,
1624,,,,,,8494,GI Tube #3 [Drain],,chartevents,4370,,,,,carevue,,,
1625,,,ICP Alarm - Low,,,223768,Intra Cranial Pressure Alarm - Low,mmHg,chartevents,4366,Alarms,,,,metavision,,Numeric,
1626,,,,,,495,PCA Bolus,,chartevents,4358,,,,,carevue,,,
1627,,,,,,50965,PARATHYROID HORMONE,,labevents,4355,CHEMISTRY,,BLOOD,8/1/2731,,,,
1628,,,,,,381,Inc Cleansing #2,,chartevents,4340,,,,,carevue,,,
1629,,,PO2 (Venous),,,226063,Venous O2 Pressure,mmHg,chartevents,4314,Labs,,,,metavision,,Numeric,
1630,,,ICP Alarm - High,,,223767,Intra Cranial Pressure Alarm - High,mmHg,chartevents,4294,Alarms,,,,metavision,,Numeric,
1631,,,,,,572,PressSoreWoundBase#3,,chartevents,4273,,,,,carevue,,,
1632,,,,,,8408,ImpSkin #4 [Amount],,chartevents,4254,,,,,carevue,,,
1633,,,,,,51018,"TOTAL PROTEIN, CSF",,labevents,4181,CHEMISTRY,,CEREBROSPINAL FLUID (CSF),3/1/2880,,,,
1634,,,,,,50940,HEPATITIS B SURFACE ANTIBODY,,labevents,4175,CHEMISTRY,,BLOOD,8/1/5193,,,,
1635,,,,,,437,Low Peep,,chartevents,4162,,,,,carevue,,,
1636,,,,,,416,Incision/Wound #6,,chartevents,4147,,,,,carevue,,,
1637,,,,,,51014,"GLUCOSE, CSF",,labevents,4077,CHEMISTRY,,CEREBROSPINAL FLUID (CSF),4/1/2342,,,,
1638,,,,,,1596,HIGH MV,,chartevents,4060,,,,,carevue,,,
1639,,,,,,1411,Bladder Pressure,,chartevents,4046,,,,,carevue,,,
1640,,,,,,850,Triglyceride (0-200),,chartevents,4034,Chemistry,,,,carevue,,,
1641,,,,,,50941,HEPATITIS B SURFACE ANTIGEN,,labevents,4020,CHEMISTRY,,BLOOD,1/1/5196,,,,
1642,,,L Pleural #1,,,226590,L Pleural #1,mL,outputevents,3938,Output,,,,metavision,,Numeric,
1643,,,Trauma Line Dressing Occlusive,,,227353,Trauma Line Dressing Occlusive,,chartevents,3933,Access Lines - Invasive,,,,metavision,,Checkbox,
1644,,,,,,50866,AMMONIA,,labevents,3908,CHEMISTRY,,BLOOD,16362-6,,,,
1645,,,R Pleural #1,,,226593,R Pleural #1,mL,outputevents,3882,Output,,,,metavision,,Numeric,
1646,,,Multi Lumen Line Tip Cultured,,,225729,Multi Lumen Line Tip Cultured,,chartevents,3878,Access Lines - Invasive,,,,metavision,,Checkbox,
1647,,,,,,730,Vital Cap (>1.0)L,,chartevents,3870,,,,,carevue,,,
1648,,,Site Length #7,,,224921,Impaired Skin Length #7,cm,chartevents,3865,Skin - Impairment,,,,metavision,,Numeric,
1649,,,Site Width #7,,,224956,Impaired Skin Width #7,cm,chartevents,3865,Skin - Impairment,,,,metavision,,Numeric,
1650,,,CCO PAC Zero/Calibrate,,,225228,CCO PAC Zero/Calibrate,,chartevents,3857,Access Lines - Invasive,,,,metavision,,Checkbox,
1651,,,,,,8513,[Color],,chartevents,3850,,,,,carevue,,,
1652,,,,,,51145,BASOPHILIC STIPPLING,,labevents,3849,HEMATOLOGY,,BLOOD,703-9,,,,
1653,,,,,,435,Low Exhaled Vt,,chartevents,3840,,,,,carevue,,,
1654,,,Trauma Line placed in outside facility,,,226119,Trauma Line placed in outside facility,,chartevents,3813,Access Lines - Invasive,,,,metavision,,Checkbox,
1655,,,,,,50854,ABSOLUTE A1C,,labevents,3791,CHEMISTRY,,BLOOD,4/1/4548,,,,
1656,,,,,,51538,[A1c],,labevents,3791,CHEMISTRY,,BLOOD,4/1/4548,,,,
1657,,,,,,268,INV Line#7SiteAppear,,chartevents,3773,,,,,carevue,,,
1658,,,,,,41867,Drain Out #1 Lumbar,,outputevents,3771,,,,,carevue,,,
1659,,,Cash amount,,,225209,Cash amount,None,chartevents,3753,Adm History/FHPA,,,,metavision,,Numeric,
1660,,,,,,51103,UHOLD,,labevents,3749,CHEMISTRY,,URINE,,,,,
1661,,,,,,51107,"URINE TUBE, HELD",,labevents,3749,CHEMISTRY,,URINE,,,,,
1662,,,,,,3550,Oral Sx Quality,,chartevents,3728,,,,,carevue,,,
1663,,,Fecal Bag,,,226580,Fecal Bag,mL,outputevents,3700,Output,,,,metavision,,Numeric,
1664,,,,,,50974,PROSTATE SPECIFIC ANTIGEN,,labevents,3635,CHEMISTRY,,BLOOD,1/1/2857,,,,
1665,,,,,,553,Pressure Sore #3 [Stage],,chartevents,3609,,,,,carevue,,,
1666,,,,,,1340,high minute volume,,chartevents,3591,,,,,carevue,,,
1667,,,,,,718,Ventricular Pacemaker Threshold [Unit],,chartevents,3566,,,,,carevue,,,
1668,,,,,,309,IV Drip Dose #2,,chartevents,3545,,,,,carevue,,,
1669,,,OR EBL,,,226626,OR EBL,mL,outputevents,3541,Output,,,,metavision,,Numeric,
1670,,,,,,311,IV Drip Medication#2,,chartevents,3536,,,,,carevue,,,
1671,,,,,,3628,State Screen Sample,,chartevents,3532,,,,,carevue,,,
1672,,,PCA bolus,,,224410,PCA bolus,None,chartevents,3517,Pain/Sedation,,,,metavision,,Numeric,
1673,,,Gastric Tube,,,226573,Gastric Tube,mL,outputevents,3476,Output,,,,metavision,,Numeric,
1674,,,Tunneled (Hickman) Dressing Occlusive,,,227359,Tunneled (Hickman) Dressing Occlusive,,chartevents,3476,Access Lines - Invasive,,,,metavision,,Checkbox,
1675,,,,,,51148,BLASTS,,labevents,3456,HEMATOLOGY,,BLOOD,708-8,,,,
1676,,,,,,260,INV Line#6 Zero/Cal,,chartevents,3438,,,,,carevue,,,
1677,,,,,,5919,zzg and Mask Present,,chartevents,3414,,,,,carevue,,,
1678,,,,,,5914,zz Equip Functioning,,chartevents,3409,,,,,carevue,,,
1679,,,,,,50943,HEPATITIS C VIRUS ANTIBODY,,labevents,3399,CHEMISTRY,,BLOOD,16128-1,,,,
1680,,,AVA Dressing Occlusive,,,227723,AVA Dressing Occlusive,,chartevents,3389,Access Lines - Invasive,,,,metavision,,Checkbox,
1681,,,,,,50978,RAPAMYCIN,,labevents,3360,CHEMISTRY,,BLOOD,29247-4,,,,
1682,,,,,,1328,Cartridge/Bag Change,,chartevents,3352,,,,,carevue,,,
1683,,,,,,51128,"WBC, ASCITES",,labevents,3347,HEMATOLOGY,,ASCITES,26468-9,,,,
